REVIEW_ID;PRODUCT_ID;CUSTOMER_ID;COUNTRY;REVIEW_DATE;REVIEW_TITLE;REVIEW_TEXT
1060;BX-1015;100000009;US;2019-01-12T00:00:00Z;Amazing; TSimply amazing! The best ever battery backup! High performance. And not to forget amazon packing and safety for your product is incredible. Love the way they care for your product by the time it reach safe in your hands.
1061;EB-1135;100000010;CA;2019-01-13T00:00:00Z;4 stars; Got it safe.....when i ordered i was tensed as ....i thgt it might have cracks....but amazing product....thanku apple...thanku .....amazon....thnku for the best courier service
1062;MB-1031;100000011;DE;2019-01-14T00:00:00Z;5 stars; Don't want to mention anything for apple MAC book :) Super product
1063;RC-1052;100000012;US;2019-01-15T00:00:00Z;5 stars; Always apple is the best product.build quality and software works together.u cannot use this one for media purposes.its one time investment for office use.
1064;DB-1082;100000013;CA;2019-01-16T00:00:00Z;4 stars; its a amazing product for a normal user....amazon had a good packing also
1065;HB-1176;100000014;DE;2019-01-17T00:00:00Z;5 points; excellent product with good exchange price... I like product and service
1066;RO-1002;100000015;US;2019-01-18T00:00:00Z;; What a fine piece of design and engineering! If you can get this. DO GET IT.
1067;EB-1133;100000016;CA;2019-01-19T00:00:00Z;Title; warranty details are fine upgraded to higher firmware performing well.. not using it heavily but yes Best Buy for the price. Will update again after usage
1068;EB-1133;100000017;DE;2019-01-20T00:00:00Z;Works fine; All works fine. No issues or defects till now. Its nearly more than a month from purchase. Nice packaging. Perfectly planned delivery.
1069;BX-1013;100000018;US;2019-01-21T00:00:00Z;Love it; Loving it so far...1 star less because the capslock key is a little defective...doesn't press at once.
1070;BX-1014;100000019;CA;2019-01-22T00:00:00Z;3 stars; was looking for a light laptop for multimedia use. perfect travel companion. as I was already using iOS ecosystem. was nt tough to shift from windows to apple.
1071;RC-1057;100000020;DE;2019-01-23T00:00:00Z;Good rate but quality sucks; Best rate got from market value for money however no good quality. Had to return after 1 month already
1072;HB-1174;100000021;US;2019-01-24T00:00:00Z;5 points; Not much to be said. apple is always great in quality and the look and feel!!
1073;RC-1052;100000022;CA;2019-01-25T00:00:00Z;10/10 points; 10/10......the best laptop in world. apple products are amazing. you will never regret it buying. They also have solved their battery problems
1074;RC-1052;100000023;DE;2019-01-26T00:00:00Z;Very fast; Fast Processor & user friendly Amazing Battery life !
1075;BX-1015;100000024;US;2019-01-27T00:00:00Z;Very good; Very good and light weight laptop. This is a perfect choice for bloggers. Excellent battery life.
1076;MB-1033;100000025;CA;2019-01-28T00:00:00Z;Very bad; Very bad product. The Ipad delivered is not at all working this is not expected from such a reputed brand .looking for an immediate replacement or return.
1077;EB-1136;100000026;DE;2019-01-29T00:00:00Z;Great product; Great product. timeless design but flawless. Has been best at making things which do what they are suppose to without much fuss and pomp
1078;RC-1051;100000027;US;2019-01-30T00:00:00Z;5 stars; Best decision I have ever made. Good purchase.
1079;BX-1014;100000028;CA;2019-02-01T00:00:00Z;Good decision; Am happy that I switch from hp to samsung
1080;MB-1033;100000029;DE;2019-02-02T00:00:00Z;Love it; First time using product from this company. Amazing experience. Loved it
